name,overseas,withdrawn,role,keeper,batting_type,bowling_type,team,year,batting_hand,bowling_arm,bowling_speed,spin_type
Rusty Theron,False,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2015,R,R,med,
Daniel Vettori,False,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2015,L,L,slow,sla
Chadwick Walton,False,False,Top-order batsman,False,Right-hand bat,,Jamaica Tallawahs,2015,R,,,
Justin Athanaze,False,False,,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,R,slow,os
Carlos Brathwaite,False,False,Allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2015,R,R,fast,
Sheldon Cottrell,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2015,R,L,fast,
Shane Dowrich,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Kitts and Nevis Patriots,2015,R,,,
Nikhil Dutta,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,R,slow,os
Martin Guptill,False,False,Opening batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,R,slow,os
Evin Lewis,False,False,Opening batsman,False,Left-hand bat,,St Kitts and Nevis Patriots,2015,L,,,
Orlando Peters,False,False,Allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2015,R,R,med,
Raymon Reifer,False,False,Allrounder,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2015,L,L,med,
Marlon Samuels,False,False,Top-order batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,R,slow,os
Shahid Afridi,False,False,Allrounder,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,R,slow,ls
Tabraiz Shamsi,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,L,slow,lls
Sohail Tanvir,False,False,Bowler,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2015,L,L,med,
Jacques Taylor,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2015,R,R,slow,os
Devon Thomas,False,False,Top-order batsman,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2015,R,R,med,
Tonito Willett,False,False,Allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2015,R,R,med,
Nicholas Pooran,False,True,Wicketkeeper batsman,True,Left-hand bat,,St Kitts and Nevis Patriots,2015,L,,,
Kevin Pietersen,False,False,Top-order batsman,False,Right-hand bat,spin,St Lucia Zouks,2015,R,R,slow,os
Johnson Charles,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Lucia Zouks,2015,R,,,
Henry Davids,False,False,Top-order batsman,False,Right-hand bat,seam,St Lucia Zouks,2015,R,R,med,
Fidel Edwards,False,False,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2015,R,R,fast,
Andre Fletcher,False,False,Top-order batsman,False,Right-hand bat,seam,St Lucia Zouks,2015,R,R,med,
Shannon Gabriel,False,False,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2015,R,R,fast,
Delorn Johnson,False,False,Bowler,False,Left-hand bat,seam,St Lucia Zouks,2015,L,L,fast,
Eddie Leie,False,False,Bowler,False,Right-hand bat,spin,St Lucia Zouks,2015,R,R,slow,ls
Keddy Lesporis,False,False,Top-order batsman,False,Right-hand bat,spin,St Lucia Zouks,2015,R,R,slow,os
Nathan McCullum,False,False,Bowler,False,Right-hand bat,spin,St Lucia Zouks,2015,R,R,slow,os
Kyle Mayers,False,False,Batting allrounder,False,Left-hand bat,seam,St Lucia Zouks,2015,L,R,med,
Gidron Pope,False,False,Top-order batsman,False,Left-hand bat,spin,St Lucia Zouks,2015,L,R,slow,os
Kemar Roach,False,False,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2015,R,R,fast,
Liam Sebastien,False,False,Allrounder,False,Left-hand bat,spin,St Lucia Zouks,2015,L,R,slow,os
Shane Shillingford,False,False,Bowler,False,Right-hand bat,spin,St Lucia Zouks,2015,R,R,slow,os
Ross Taylor,False,False,Middle-order batsman,False,Right-hand bat,spin,St Lucia Zouks,2015,R,R,slow,os
Daren Sammy,False,True,Allrounder,False,Right-hand bat,seam,St Lucia Zouks,2015,R,R,med,
Shakib Al Hasan,False,True,Allrounder,False,Left-hand bat,spin,St Lucia Zouks,2015,L,L,slow,sla
Samuel Badree,False,False,Bowler,False,Right-hand bat,spin,Trinidad & Tobago Red Steel,2015,R,R,slow,ls
Sulieman Benn,False,False,Bowler,False,Left-hand bat,spin,Trinidad & Tobago Red Steel,2015,L,L,slow,sla
Johan Botha,False,False,Allrounder,False,Right-hand bat,spin,Trinidad & Tobago Red Steel,2015,R,R,slow,os
Dwayne Bravo,False,False,Allrounder,False,Right-hand bat,seam,Trinidad & Tobago Red Steel,2015,R,R,med,
Darren Bravo,False,False,Top-order batsman,False,Left-hand bat,seam,Trinidad & Tobago Red Steel,2015,L,R,med,
Kevon Cooper,False,False,Allrounder,False,Right-hand bat,seam,Trinidad & Tobago Red Steel,2015,R,R,med,
Miguel Cummins,False,False,Bowler,False,Left-hand bat,seam,Trinidad & Tobago Red Steel,2015,L,R,fast,
Derone Davis,False,False,Bowler,False,Left-hand bat,spin,Trinidad & Tobago Red Steel,2015,L,L,slow,sla
Cameron Delport,False,False,Top-order batsman,False,Left-hand bat,seam,Trinidad & Tobago Red Steel,2015,L,R,med,
Jacques Kallis,False,False,Allrounder,False,Right-hand bat,seam,Trinidad & Tobago Red Steel,2015,R,R,fast,
Kamran Akmal,False,False,Wicketkeeper batsman,True,Right-hand bat,,Trinidad & Tobago Red Steel,2015,R,,,
Jason Mohammed,False,False,Middle-order batsman,False,Right-hand bat,spin,Trinidad & Tobago Red Steel,2015,R,R,slow,os
William Perkins,False,False,Wicketkeeper batsman,True,Right-hand bat,,Trinidad & Tobago Red Steel,2015,R,,,
Marlon Richards,False,False,,False,Right-hand bat,seam,Trinidad & Tobago Red Steel,2015,R,R,med,
Javon Searles,False,False,Bowling allrounder,False,Right-hand bat,seam,Trinidad & Tobago Red Steel,2015,R,R,fast,
Ahmed Shehzad,True,False,Opening batsman,False,Right-hand bat,spin,Barbados Tridents,2016,R,R,slow,ls
Kyle Corbin,False,False,Batsman,False,Right-hand bat,,Barbados Tridents,2016,R,,,
Marchant de Lange,True,False,Bowler,False,Right-hand bat,seam,Barbados Tridents,2016,R,R,fast,
Jason Holder,False,False,Bowling allrounder,False,Right-hand bat,seam,Barbados Tridents,2016,R,R,med,
Kyle Hope,False,False,Middle-order batsman,False,Right-hand bat,spin,Barbados Tridents,2016,R,R,slow,os
Akeal Hosein,False,False,Bowler,False,Left-hand bat,spin,Barbados Tridents,2016,L,L,slow,sla
Imran Khan,False,False,Bowler,False,Right-hand bat,spin,Barbados Tridents,2016,R,R,slow,ls
Ashley Nurse,False,False,Bowler,False,Right-hand bat,spin,Barbados Tridents,2016,R,R,slow,os
Robin Peterson,True,False,Bowler,False,Left-hand bat,spin,Barbados Tridents,2016,L,L,slow,sla
Kieron Pollard,False,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2016,R,R,med,
Nicholas Pooran,False,False,Wicketkeeper batsman,True,Left-hand bat,,Barbados Tridents,2016,L,,,
Ravi Rampaul,False,False,Bowler,False,Left-hand bat,seam,Barbados Tridents,2016,L,R,fast,
Raymon Reifer,False,False,Allrounder,False,Left-hand bat,seam,Barbados Tridents,2016,L,L,med,
Shoaib Malik,True,False,Allrounder,False,Right-hand bat,spin,Barbados Tridents,2016,R,R,slow,os
Shamar Springer,False,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2016,R,R,fast,
Navin Stewart,False,False,Batsman,False,Right-hand bat,seam,Barbados Tridents,2016,R,R,fast,
Steven Taylor,True,False,Opening batsman,False,Left-hand bat,spin,Barbados Tridents,2016,L,R,slow,os
David Wiese,True,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2016,R,R,med,
AB de Villiers,False,True,Wicketkeeper batsman,True,Right-hand bat,seam,Barbados Tridents,2016,R,R,med,
Wayne Parnell,False,True,Bowler,False,Left-hand bat,seam,Barbados Tridents,2016,L,L,med,
Rayad Emrit,False,False,Bowling allrounder,False,Right-hand bat,seam,Guyana Amazon Warriors,2016,R,R,med,
Chris Lynn,False,False,Batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2016,R,L,slow,sla
Ali Khan,True,False,Bowler,False,Right-hand bat,seam,Guyana Amazon Warriors,2016,R,R,fast,
Chris Barnwell,False,False,Allrounder,False,Right-hand bat,seam,Guyana Amazon Warriors,2016,R,R,med,
Devendra Bishoo,False,False,Bowler,False,Left-hand bat,spin,Guyana Amazon Warriors,2016,L,R,slow,ls
Anthony Bramble,False,False,Wicketkeeper batsman,True,Right-hand bat,,Guyana Amazon Warriors,2016,R,,,
Assad Fudadin,False,False,Top-order batsman,False,Left-hand bat,seam,Guyana Amazon Warriors,2016,L,R,med,
Shimron Hetmyer,False,False,Top-order batsman,False,Left-hand bat,,Guyana Amazon Warriors,2016,L,,,
Steven Jacobs,False,False,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2016,R,R,slow,os
Steven Katwaroo,False,False,Wicketkeeper batsman,True,Right-hand bat,,Guyana Amazon Warriors,2016,R,,,
Nic Maddinson,True,False,Opening batsman,False,Left-hand bat,spin,Guyana Amazon Warriors,2016,L,L,slow,sla
Jason Mohammed,False,False,Middle-order batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2016,R,R,slow,os
Veerasammy Permaul,False,False,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2016,R,L,slow,sla
Orlando Peters,False,False,Allrounder,False,Right-hand bat,seam,Guyana Amazon Warriors,2016,R,R,med,
Dwayne Smith,False,False,Allrounder,False,Right-hand bat,seam,Guyana Amazon Warriors,2016,R,R,med,
Sohail Tanvir,True,False,Bowler,False,Left-hand bat,seam,Guyana Amazon Warriors,2016,L,L,med,
Paul Wintz,False,False,Bowler,False,Right-hand bat,seam,Guyana Amazon Warriors,2016,R,R,fast,
Adam Zampa,True,False,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2016,R,R,slow,ls
Martin Guptill,False,True,Opening batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2016,R,R,slow,os
Timroy Allen,True,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,fast,
Nkrumah Bonner,False,False,Allrounder,False,Right-hand bat,spin,Jamaica Tallawahs,2016,R,R,slow,ls
Jonathan Foo,False,False,Top-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2016,R,R,slow,ls
Chris Gayle,False,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2016,L,R,slow,os
Imad Wasim,True,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2016,L,L,slow,sla
Jon-Russ Jaggesar,False,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2016,R,R,slow,os
Andre McCarthy,False,False,Middle-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2016,R,R,slow,os
Garey Mathurin,False,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2016,L,L,slow,sla
Dane Paterson,True,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,fast,
Rovman Powell,False,False,Middle-order batsman,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,med,
Alex Ross,True,False,Middle-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2016,R,R,slow,os
Andre Russell,False,False,Allrounder,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,fast,
Kumar Sangakkara,True,False,Wicketkeeper batsman,True,Left-hand bat,spin,Jamaica Tallawahs,2016,L,R,slow,os
Shakib Al Hasan,True,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2016,L,L,slow,sla
Oshane Thomas,False,False,Bowler,False,Left-hand bat,seam,Jamaica Tallawahs,2016,L,R,fast,
Chadwick Walton,False,False,Top-order batsman,False,Right-hand bat,,Jamaica Tallawahs,2016,R,,,
Kesrick Williams,False,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,fast,
Lasith Malinga,False,True,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,fast,
Dale Steyn,False,True,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2016,R,R,fast,
Faf du Plessis,False,False,Middle-order batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,R,slow,ls
Samuel Badree,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,R,slow,ls
Tino Best,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2016,R,R,fast,
Carlos Brathwaite,False,False,Allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2016,R,R,fast,
Shamarh Brooks,False,False,Top-order batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,R,slow,ls
Jonathan Carter,False,False,Batting allrounder,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2016,L,R,med,
Nikhil Dutta,True,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,R,slow,os
Brad Hodge,True,False,Top-order batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,R,slow,os
Alzarri Joseph,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2016,R,R,fast,
Evin Lewis,False,False,Opening batsman,False,Left-hand bat,,St Kitts and Nevis Patriots,2016,L,,,
Jeremiah Louis,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2016,R,R,med,
Thisara Perera,True,False,Bowling allrounder,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2016,L,R,med,
Kieran Powell,False,False,Opening batsman,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2016,L,R,med,
Krishmar Santokie,False,False,Bowler,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2016,L,L,med,
Tabraiz Shamsi,True,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,L,slow,lls
Lendl Simmons,False,False,Top-order batsman,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2016,R,R,med,
JJ Smuts,True,False,Batting allrounder,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2016,R,L,slow,sla
Devon Thomas,False,False,Top-order batsman,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2016,R,R,med,
Johnson Charles,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Lucia Zouks,2016,R,,,
Derone Davis,False,False,Bowler,False,Left-hand bat,spin,St Lucia Zouks,2016,L,L,slow,sla
Grant Elliott,True,False,Allrounder,False,Right-hand bat,seam,St Lucia Zouks,2016,R,R,med,
Andre Fletcher,False,False,Top-order batsman,False,Right-hand bat,seam,St Lucia Zouks,2016,R,R,med,
Michael Hussey,True,False,Middle-order batsman,False,Left-hand bat,seam,St Lucia Zouks,2016,L,R,med,
Delorn Johnson,False,False,Bowler,False,Left-hand bat,seam,St Lucia Zouks,2016,L,L,fast,
Nitish Kumar,True,False,Top-order batsman,False,Right-hand bat,spin,St Lucia Zouks,2016,R,R,slow,os
Eddie Leie,True,False,Bowler,False,Right-hand bat,spin,St Lucia Zouks,2016,R,R,slow,ls
Keddy Lesporis,False,False,Top-order batsman,False,Right-hand bat,spin,St Lucia Zouks,2016,R,R,slow,os
Kyle Mayers,False,False,Batting allrounder,False,Left-hand bat,seam,St Lucia Zouks,2016,L,R,med,
David Miller,True,False,Middle-order batsman,False,Left-hand bat,spin,St Lucia Zouks,2016,L,R,slow,os
Morne Morkel,True,False,Bowler,False,Left-hand bat,seam,St Lucia Zouks,2016,L,R,fast,
Gidron Pope,False,False,Top-order batsman,False,Left-hand bat,spin,St Lucia Zouks,2016,L,R,slow,os
Kristopher Ramsaran,False,False,Bowler,False,Right-hand bat,spin,St Lucia Zouks,2016,R,L,slow,lls
Daren Sammy,False,False,Allrounder,False,Right-hand bat,seam,St Lucia Zouks,2016,R,R,med,
Shane Shillingford,False,False,Bowler,False,Right-hand bat,spin,St Lucia Zouks,2016,R,R,slow,os
Jerome Taylor,False,False,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2016,R,R,fast,
Shane Watson,True,False,Allrounder,False,Right-hand bat,seam,St Lucia Zouks,2016,R,R,fast,
Miguel Cummins,False,True,Bowler,False,Left-hand bat,seam,St Lucia Zouks,2016,L,R,fast,
Fidel Edwards,False,True,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2016,R,R,fast,
Hashim Amla,True,False,Top-order batsman,False,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,med,
Ronsford Beaton,False,False,Bowler,False,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,fast,
Sulieman Benn,False,False,Bowler,False,Left-hand bat,spin,Trinbago Knight Riders,2016,L,L,slow,sla
Dwayne Bravo,False,False,Allrounder,False,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,med,
Darren Bravo,False,False,Top-order batsman,False,Left-hand bat,seam,Trinbago Knight Riders,2016,L,R,med,
Yannic Cariah,False,False,Bowler,False,Left-hand bat,spin,Trinbago Knight Riders,2016,L,R,slow,ls
Kevon Cooper,False,False,Allrounder,False,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,med,
Anton Devcich,True,False,Opening batsman,False,Left-hand bat,spin,Trinbago Knight Riders,2016,L,L,slow,sla
Hamza Tariq,True,False,Wicketkeeper,True,Right-hand bat,,Trinbago Knight Riders,2016,R,,,
Brendon McCullum,True,False,Wicketkeeper batsman,True,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,med,
Nikita Miller,False,False,Bowler,False,Right-hand bat,spin,Trinbago Knight Riders,2016,R,L,slow,sla
Colin Munro,True,False,Opening batsman,False,Left-hand bat,seam,Trinbago Knight Riders,2016,L,R,med,
Sunil Narine,False,False,Bowling allrounder,False,Left-hand bat,spin,Trinbago Knight Riders,2016,L,R,slow,os
William Perkins,False,False,Wicketkeeper batsman,True,Right-hand bat,,Trinbago Knight Riders,2016,R,,,
Anderson Phillip,False,False,Bowler,False,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,fast,
Denesh Ramdin,False,False,Wicketkeeper batsman,True,Right-hand bat,,Trinbago Knight Riders,2016,R,,,
Ramnaresh Sarwan,False,False,Batsman,False,Right-hand bat,spin,Trinbago Knight Riders,2016,R,R,slow,ls
Umar Akmal,True,False,Middle-order batsman,False,Right-hand bat,spin,Trinbago Knight Riders,2016,R,R,slow,os
Javon Searles,False,True,Bowling allrounder,False,Right-hand bat,seam,Trinbago Knight Riders,2016,R,R,fast,
Kieron Pollard,False,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2017,R,R,med,
Chris Barnwell,False,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2017,R,R,med,
Tino Best,False,False,Bowler,False,Right-hand bat,seam,Barbados Tridents,2017,R,R,fast,
Akeem Dodson,False,False,,False,Left-hand bat,,Barbados Tridents,2017,L,,,
Akeal Hosein,False,False,Bowler,False,Left-hand bat,spin,Barbados Tridents,2017,L,L,slow,sla
Damion Jacobs,False,False,,False,Right-hand bat,spin,Barbados Tridents,2017,R,R,slow,ls
Imran Khan,False,False,Bowler,False,Right-hand bat,spin,Barbados Tridents,2017,R,R,slow,ls
Eoin Morgan,True,False,Middle-order batsman,False,Left-hand bat,seam,Barbados Tridents,2017,L,R,med,
Wayne Parnell,True,False,Bowler,False,Left-hand bat,seam,Barbados Tridents,2017,L,L,med,
Nicholas Pooran,False,False,Wicketkeeper batsman,True,Left-hand bat,,Barbados Tridents,2017,L,,,
Ravi Rampaul,False,False,Bowler,False,Left-hand bat,seam,Barbados Tridents,2017,L,R,fast,
Shoaib Malik,True,False,Allrounder,False,Right-hand bat,spin,Barbados Tridents,2017,R,R,slow,os
Dwayne Smith,True,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2017,R,R,med,
Shamar Springer,False,False,Allrounder,False,Right-hand bat,seam,Barbados Tridents,2017,R,R,fast,
Wahab Riaz,True,False,Bowler,False,Right-hand bat,seam,Barbados Tridents,2017,R,L,fast,
Ryan Wiggins,False,False,,False,Right-hand bat,spin,Barbados Tridents,2017,R,R,slow,os
Kane Williamson,True,False,Top-order batsman,False,Right-hand bat,spin,Barbados Tridents,2017,R,R,slow,os
Ali Khan,False,False,Bowler,False,Right-hand bat,seam,Guyana Amazon Warriors,2017,R,R,fast,
Babar Azam,True,False,Batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,R,slow,os
Rayad Emrit,False,False,Bowling allrounder,False,Right-hand bat,seam,Guyana Amazon Warriors,2017,R,R,med,
Assad Fudadin,False,False,Top-order batsman,False,Left-hand bat,seam,Guyana Amazon Warriors,2017,L,R,med,
Steven Jacobs,False,False,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,R,slow,os
Keon Joseph,False,False,,False,Right-hand bat,seam,Guyana Amazon Warriors,2017,R,R,fast,
Steven Katwaroo,False,False,Wicketkeeper batsman,True,Right-hand bat,,Guyana Amazon Warriors,2017,R,,,
Jason Mohammed,False,False,Middle-order batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,R,slow,os
Keemo Paul,False,False,Allrounder,False,Right-hand bat,seam,Guyana Amazon Warriors,2017,R,R,fast,
Veerasammy Permaul,False,False,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,L,slow,sla
Rashid Khan,True,False,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,R,slow,ls
Luke Ronchi,True,False,Wicketkeeper batsman,True,Right-hand bat,,Guyana Amazon Warriors,2017,R,,,
Gajanand Singh,False,False,,False,Left-hand bat,seam,Guyana Amazon Warriors,2017,L,L,med,
Sohail Tanvir,True,False,Bowler,False,Left-hand bat,seam,Guyana Amazon Warriors,2017,L,L,med,
Steven Taylor,False,False,Opening batsman,False,Left-hand bat,spin,Guyana Amazon Warriors,2017,L,R,slow,os
Chadwick Walton,False,False,Top-order batsman,False,Right-hand bat,,Guyana Amazon Warriors,2017,R,,,
Martin Guptill,False,True,Opening batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,R,slow,os
Shimron Hetmyer,False,True,Top-order batsman,False,Left-hand bat,,Guyana Amazon Warriors,2017,L,,,
Chris Lynn,False,True,Batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2017,R,L,slow,sla
Jonathan Foo,False,False,Top-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2017,R,R,slow,ls
Elmore Hutchinson,True,False,,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,L,fast,
Imad Wasim,True,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2017,L,L,slow,sla
Jon-Russ Jaggesar,False,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2017,R,R,slow,os
Andre McCarthy,False,False,Middle-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2017,R,R,slow,os
Mahmudullah,True,False,Allrounder,False,Right-hand bat,spin,Jamaica Tallawahs,2017,R,R,slow,os
Garey Mathurin,False,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2017,L,L,slow,sla
Mohammad Sami,True,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,R,fast,
Glenn Phillips,True,False,Wicketkeeper batsman,True,Right-hand bat,,Jamaica Tallawahs,2017,R,,,
Gidron Pope,False,False,Top-order batsman,False,Left-hand bat,spin,Jamaica Tallawahs,2017,L,R,slow,os
Rovman Powell,False,False,Middle-order batsman,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,R,med,
Kumar Sangakkara,True,False,Wicketkeeper batsman,True,Left-hand bat,spin,Jamaica Tallawahs,2017,L,R,slow,os
Krishmar Santokie,False,False,Bowler,False,Left-hand bat,seam,Jamaica Tallawahs,2017,L,L,med,
Shakib Al Hasan,True,False,Allrounder,False,Left-hand bat,spin,Jamaica Tallawahs,2017,L,L,slow,sla
Lendl Simmons,False,False,Top-order batsman,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,R,med,
Odean Smith,False,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,R,med,
Oshane Thomas,False,False,Bowler,False,Left-hand bat,seam,Jamaica Tallawahs,2017,L,R,fast,
Kesrick Williams,False,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,R,fast,
Timroy Allen,False,True,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2017,R,R,fast,
Fabian Allen,False,False,Bowling allrounder,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,L,slow,sla
Samuel Badree,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,R,slow,ls
Carlos Brathwaite,False,False,Allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,fast,
Shamarh Brooks,False,False,Top-order batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,R,slow,ls
Jonathan Carter,False,False,Batting allrounder,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2017,L,R,med,
Sheldon Cottrell,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,L,fast,
Nikhil Dutta,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,R,slow,os
Chris Gayle,False,False,Allrounder,False,Left-hand bat,spin,St Kitts and Nevis Patriots,2017,L,R,slow,os
Hasan Ali,True,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,med,
Alzarri Joseph,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,fast,
Brandon King,False,False,Top-order batsman,False,Right-hand bat,,St Kitts and Nevis Patriots,2017,R,,,
Evin Lewis,False,False,Opening batsman,False,Left-hand bat,,St Kitts and Nevis Patriots,2017,L,,,
Jeremiah Louis,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,med,
Mohammad Hafeez,True,False,Allrounder,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,R,slow,os
Mohammad Nabi,True,False,Allrounder,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,R,slow,os
Chris Morris,True,False,Bowling allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,fast,
Tabraiz Shamsi,True,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2017,R,L,slow,lls
Devon Thomas,False,False,Top-order batsman,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,med,
Ben Cutting,False,True,Allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2017,R,R,fast,
Kieran Powell,False,True,Opening batsman,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2017,L,R,med,
Daren Sammy,False,False,Allrounder,False,Right-hand bat,seam,St Lucia Stars,2017,R,R,med,
Sunil Ambris,False,False,Opening batsman,False,Right-hand bat,,St Lucia Stars,2017,R,,,
Johnson Charles,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Lucia Stars,2017,R,,,
Rahkeem Cornwall,False,False,Allrounder,False,Right-hand bat,spin,St Lucia Stars,2017,R,R,slow,os
Andre Fletcher,False,False,Top-order batsman,False,Right-hand bat,seam,St Lucia Stars,2017,R,R,med,
Kamran Akmal,True,False,Wicketkeeper batsman,True,Right-hand bat,,St Lucia Stars,2017,R,,,
Eddie Leie,True,False,Bowler,False,Right-hand bat,spin,St Lucia Stars,2017,R,R,slow,ls
Keddy Lesporis,False,False,Top-order batsman,False,Right-hand bat,spin,St Lucia Stars,2017,R,R,slow,os
