name,overseas,withdrawn,role,keeper,batting,bowling,team,year,batting_hand,bowling_arm,bowling_speed,bowling_type,spin_type
Debabrata Das,False,False,,False,Right-hand bat,Legbreak googly,Kolkata Knight Riders,2007,R,R,slow,spin,ls
Ashok Dinda,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2007,R,R,med,seam,
Chris Gayle,False,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,L,R,slow,spin,os
Brad Hodge,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,R,R,slow,spin,os
David Hussey,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,R,R,slow,spin,os
Iqbal Abdulla,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2007,L,L,slow,spin,sla
Murali Kartik,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2007,L,L,slow,spin,sla
Siddarth Kaul,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
Brendon McCullum,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
Ajantha Mendis,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,R,R,slow,spin,os
Mohammad Hafeez,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,R,R,slow,spin,os
Ricky Ponting,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
Wriddhiman Saha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kolkata Knight Riders,2007,R,,,,
Salman Butt,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,L,R,slow,spin,os
Ishant Sharma,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2007,R,R,fast,seam,
Shoaib Akhtar,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2007,R,R,fast,seam,
Laxmi Shukla,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
Tatenda Taibu,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
Umar Gul,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2007,R,R,fast,seam,
Rohan Banerjee,False,True,Opening batsman,False,Left-hand bat,Right-arm medium,Kolkata Knight Riders,2007,L,R,med,seam,
Ranadeb Bose,False,True,,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2007,R,R,fast,seam,
Saurasish Lahiri,False,True,,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2007,R,R,slow,spin,os
Cheteshwar Pujara,False,True,Top-order batsman,False,Right-hand bat,Legbreak,Kolkata Knight Riders,2007,R,R,slow,spin,ls
Yashpal Singh,False,True,Batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
John Buchanan,False,False,Batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2007,R,R,med,seam,
Sachin Tendulkar,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2007,R,R,slow,spin,os
Loots Bosman,False,False,,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Dwayne Bravo,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Ankeet Chavan,False,False,Batsman,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2007,L,L,slow,spin,sla
Gaurav Dhiman,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Mumbai Indians,2007,R,R,fast,seam,
Dilhara Fernando,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Mumbai Indians,2007,R,R,fast,seam,
Harbhajan Singh,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2007,R,R,slow,spin,os
Sanath Jayasuriya,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2007,L,L,slow,spin,sla
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Abhishek Nayar,False,False,Allrounder,False,Left-hand bat,Right-arm medium,Mumbai Indians,2007,L,R,med,seam,
Ashish Nehra,False,False,Bowler,False,Right-hand bat,Left-arm medium-fast,Mumbai Indians,2007,R,L,med,seam,
Andre Nel,False,False,,False,Right-hand bat,Right-arm fast-medium,Mumbai Indians,2007,R,R,fast,seam,
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Rajesh Pawar,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2007,L,L,slow,spin,sla
Shaun Pollock,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Mumbai Indians,2007,R,R,fast,seam,
Ashwell Prince,False,False,,False,Left-hand bat,Right-arm offbreak,Mumbai Indians,2007,L,R,slow,spin,os
Ajinkya Rahane,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Luke Ronchi,False,False,Wicketkeeper batsman,True,Right-hand bat,,Mumbai Indians,2007,R,,,,
Pinal Shah,False,False,Wicketkeeper batsman,True,Right-hand bat,,Mumbai Indians,2007,R,,,,
Dwayne Smith,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Yogesh Takawale,False,False,,False,Right-hand bat,,Mumbai Indians,2007,R,,,,
Dominic Thornely,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2007,R,R,med,seam,
Saurabh Tiwary,False,False,Top-order batsman,False,Left-hand bat,,Mumbai Indians,2007,L,,,,
