name,overseas,withdrawn,role,keeper,batting,bowling,team,year,batting_hand,bowling_arm,bowling_speed,bowling_type,spin_type
Jofra Archer,True,False,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2018,R,R,fast,seam,
Stuart Binny,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2018,R,R,med,seam,
Aryaman Birla,False,False,Opening batsman,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2018,L,L,slow,spin,sla
Jos Buttler,True,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2018,R,,,,
Prashant Chopra,False,False,Opening batsman,False,Right-hand bat,Legbreak googly,Rajasthan Royals,2018,R,R,slow,spin,ls
Shreyas Gopal,False,False,Allrounder,False,Right-hand bat,Legbreak,Rajasthan Royals,2018,R,R,slow,spin,ls
Krishnappa Gowtham,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2018,R,R,slow,spin,os
Heinrich Klaasen,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2018,R,R,slow,spin,os
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2018,R,R,med,seam,
Ben Laughlin,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Rajasthan Royals,2018,R,R,fast,seam,
Mahipal Lomror,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2018,L,L,slow,spin,sla
Sudhesan Midhun,False,False,Bowler,False,Right-hand bat,Legbreak googly,Rajasthan Royals,2018,R,R,slow,spin,ls
Sanju Samson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2018,R,,,,
Jatin Saxena,False,False,Top-order batsman,False,Right-hand bat,Legbreak,Rajasthan Royals,2018,R,R,slow,spin,ls
D'Arcy Short,True,False,Opening batsman,False,Left-hand bat,Left-arm wrist-spin,Rajasthan Royals,2018,L,L,slow,spin,lls
Ish Sodhi,True,False,Bowler,False,Right-hand bat,Legbreak,Rajasthan Royals,2018,R,R,slow,spin,ls
Ben Stokes,True,False,Allrounder,False,Left-hand bat,Right-arm fast-medium,Rajasthan Royals,2018,L,R,fast,seam,
Rahul Tripathi,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2018,R,R,med,seam,
Jaydev Unadkat,False,False,Bowler,False,Right-hand bat,Left-arm medium,Rajasthan Royals,2018,R,L,med,seam,
Dushmantha Chameera,False,True,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2018,R,R,fast,seam,
Steven Smith,False,True,Middle-order batsman,False,Right-hand bat,Legbreak googly,Rajasthan Royals,2018,R,R,slow,spin,ls
Zahir Khan,False,True,Bowler,False,Left-hand bat,Left-arm wrist-spin,Rajasthan Royals,2018,L,L,slow,spin,lls
Virat Kohli,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2018,R,R,med,seam,
Moeen Ali,True,False,Batting allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2018,L,R,slow,spin,os
Corey Anderson,True,False,Batting allrounder,False,Left-hand bat,Left-arm medium-fast,Royal Challengers Bangalore,2018,L,L,med,seam,
Murugan Ashwin,False,False,Bowler,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2018,R,R,slow,spin,ls
Yuzvendra Chahal,False,False,Bowler,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2018,R,R,slow,spin,ls
Aniket Choudhary,False,False,Bowler,False,Right-hand bat,Left-arm medium,Royal Challengers Bangalore,2018,R,L,med,seam,
Colin de Grandhomme,True,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2018,R,R,med,seam,
Quinton de Kock,True,False,Wicketkeeper batsman,True,Left-hand bat,,Royal Challengers Bangalore,2018,L,,,,
Pavan Deshpande,False,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2018,L,R,slow,spin,os
AB de Villiers,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2018,R,R,med,seam,
Sarfaraz Khan,False,False,Middle-order batsman,False,Right-hand bat,Legbreak,Royal Challengers Bangalore,2018,R,R,slow,spin,ls
Brendon McCullum,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2018,R,R,med,seam,
Mandeep Singh,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2018,R,R,med,seam,
Mohammed Siraj,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2018,R,R,med,seam,
Pawan Negi,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2018,L,L,slow,spin,sla
Parthiv Patel,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2018,L,R,slow,spin,os
Navdeep Saini,False,False,Bowler,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2018,R,R,fast,seam,
Tim Southee,True,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Royal Challengers Bangalore,2018,R,R,med,seam,
Manan Vohra,False,False,Opening batsman,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2018,R,R,med,seam,
Washington Sundar,False,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2018,L,R,slow,spin,os
Chris Woakes,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2018,R,R,fast,seam,
Umesh Yadav,False,False,Bowler,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2018,R,R,fast,seam,
Nathan Coulter-Nile,False,True,Bowling allrounder,False,Right-hand bat,Right-arm fast,Royal Challengers Bangalore,2018,R,R,fast,seam,
Kane Williamson,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2018,R,R,slow,spin,os
Tanmay Agarwal,False,False,Opening batsman,False,Left-hand bat,Legbreak googly,Sunrisers Hyderabad,2018,L,R,slow,spin,ls
Khaleel Ahmed,False,False,Bowler,False,Right-hand bat,Left-arm medium,Sunrisers Hyderabad,2018,R,L,med,seam,
Basil Thampi,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2018,R,R,fast,seam,
Ricky Bhui,False,False,Top-order batsman,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2018,R,R,slow,spin,ls
Bipul Sharma,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2018,L,L,slow,spin,sla
Carlos Brathwaite,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2018,R,R,fast,seam,
Shikhar Dhawan,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2018,L,R,slow,spin,os
Shreevats Goswami,False,False,Wicketkeeper batsman,True,Left-hand bat,,Sunrisers Hyderabad,2018,L,,,,
Alex Hales,True,False,Opening batsman,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2018,R,R,med,seam,
Mehdi Hassan,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2018,L,L,slow,spin,sla
Deepak Hooda,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2018,R,R,slow,spin,os
Chris Jordan,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Sunrisers Hyderabad,2018,R,R,fast,seam,
Siddarth Kaul,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2018,R,R,med,seam,
Bhuvneshwar Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2018,R,R,med,seam,
Mohammad Nabi,True,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2018,R,R,slow,spin,os
T Natarajan,False,False,Bowler,False,Left-hand bat,Left-arm medium,Sunrisers Hyderabad,2018,L,L,med,seam,
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2018,R,R,med,seam,
Yusuf Pathan,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2018,R,R,slow,spin,os
Rashid Khan,True,False,Bowler,False,Right-hand bat,Legbreak googly,Sunrisers Hyderabad,2018,R,R,slow,spin,ls
Sachin Baby,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Sunrisers Hyderabad,2018,L,R,slow,spin,os
Wriddhiman Saha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Sunrisers Hyderabad,2018,R,,,,
Sandeep Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Sunrisers Hyderabad,2018,R,R,med,seam,
Shakib Al Hasan,True,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Sunrisers Hyderabad,2018,L,L,slow,spin,sla
Billy Stanlake,True,False,Bowler,False,Left-hand bat,Right-arm fast,Sunrisers Hyderabad,2018,L,R,fast,seam,
David Warner,False,True,Opening batsman,False,Left-hand bat,Legbreak,Sunrisers Hyderabad,2018,L,R,slow,spin,ls
Zaheer Khan,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Delhi Daredevils,2017,R,L,fast,seam,
Ankit Bawne,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2017,R,R,slow,spin,os
Khaleel Ahmed,False,False,Bowler,False,Right-hand bat,Left-arm medium,Delhi Daredevils,2017,R,L,med,seam,
Corey Anderson,True,False,Batting allrounder,False,Left-hand bat,Left-arm medium-fast,Delhi Daredevils,2017,L,L,med,seam,
Murugan Ashwin,False,False,Bowler,False,Right-hand bat,Legbreak googly,Delhi Daredevils,2017,R,R,slow,spin,ls
Sam Billings,True,False,Wicketkeeper batsman,True,Right-hand bat,,Delhi Daredevils,2017,R,,,,
Carlos Brathwaite,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Delhi Daredevils,2017,R,R,fast,seam,
Pat Cummins,True,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2017,R,R,fast,seam,
Quinton de Kock,True,False,Wicketkeeper batsman,True,Left-hand bat,,Delhi Daredevils,2017,L,,,,
Ben Hilfenhaus,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Delhi Daredevils,2017,R,R,fast,seam,
Shreyas Iyer,False,False,Top-order batsman,False,Right-hand bat,Legbreak googly,Delhi Daredevils,2017,R,R,slow,spin,ls
Angelo Mathews,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Delhi Daredevils,2017,R,R,med,seam,
Chama Milind,False,False,Bowler,False,Left-hand bat,Left-arm medium,Delhi Daredevils,2017,L,L,med,seam,
Amit Mishra,False,False,Bowler,False,Right-hand bat,Legbreak,Delhi Daredevils,2017,R,R,slow,spin,ls
Mohammed Shami,False,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2017,R,R,fast,seam,
Chris Morris,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast-medium,Delhi Daredevils,2017,R,R,fast,seam,
Shahbaz Nadeem,False,False,Bowler,False,Right-hand bat,Slow left-arm orthodox,Delhi Daredevils,2017,R,L,slow,spin,sla
Karun Nair,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2017,R,R,slow,spin,os
Rishabh Pant,False,False,Wicketkeeper batsman,True,Left-hand bat,,Delhi Daredevils,2017,L,,,,
Kagiso Rabada,True,False,Bowler,False,Left-hand bat,Right-arm fast,Delhi Daredevils,2017,L,R,fast,seam,
Navdeep Saini,False,False,Bowler,False,Right-hand bat,Right-arm fast,Delhi Daredevils,2017,R,R,fast,seam,
Sanju Samson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Delhi Daredevils,2017,R,,,,
Marlon Samuels,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2017,R,R,slow,spin,os
Shashank Singh,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2017,R,R,slow,spin,os
Aditya Tare,False,False,Wicketkeeper,True,Right-hand bat,,Delhi Daredevils,2017,R,,,,
Jayant Yadav,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Delhi Daredevils,2017,R,R,slow,spin,os
Jean-Paul Duminy,False,True,Batting allrounder,False,Left-hand bat,Right-arm offbreak,Delhi Daredevils,2017,L,R,slow,spin,os
Akshdeep Nath,False,False,Middle-order batsman,False,Right-hand bat,Right-arm medium-fast,Gujarat Lions,2017,R,R,med,seam,
Shubham Agarwal,False,False,,False,Right-hand bat,Legbreak googly,Gujarat Lions,2017,R,R,slow,spin,ls
Basil Thampi,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Gujarat Lions,2017,R,R,fast,seam,
Chirag Suri,True,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Gujarat Lions,2017,R,R,slow,spin,os
James Faulkner,True,False,Bowling allrounder,False,Right-hand bat,Left-arm fast-medium,Gujarat Lions,2017,R,L,fast,seam,
Aaron Finch,True,False,Top-order batsman,False,Right-hand bat,Slow left-arm orthodox,Gujarat Lions,2017,R,L,slow,spin,sla
Manpreet Gony,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Ishan Kishan,False,False,Wicketkeeper batsman,True,Left-hand bat,,Gujarat Lions,2017,L,,,,
Ravindra Jadeja,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Gujarat Lions,2017,L,L,slow,spin,sla
Shadab Jakati,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Gujarat Lions,2017,L,L,slow,spin,sla
Dinesh Karthik,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Gujarat Lions,2017,R,R,slow,spin,os
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Praveen Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Brendon McCullum,True,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Munaf Patel,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Gujarat Lions,2017,R,R,med,seam,
Irfan Pathan,False,False,Allrounder,False,Left-hand bat,Left-arm medium-fast,Gujarat Lions,2017,L,L,med,seam,
Pratham Singh,False,False,,False,Left-hand bat,Right-arm offbreak,Gujarat Lions,2017,L,R,slow,spin,os
Suresh Raina,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Gujarat Lions,2017,L,R,slow,spin,os
Jason Roy,True,False,Opening batsman,False,Right-hand bat,,Gujarat Lions,2017,R,,,,
Pradeep Sangwan,False,False,Bowler,False,Right-hand bat,Left-arm medium,Gujarat Lions,2017,R,L,med,seam,
Jaydev Shah,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Gujarat Lions,2017,L,R,slow,spin,os
Nathu Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Dwayne Smith,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Andrew Tye,True,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Gujarat Lions,2017,R,R,med,seam,
Dwayne Bravo,False,True,Allrounder,False,Right-hand bat,Right-arm medium,Gujarat Lions,2017,R,R,med,seam,
Varun Aaron,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kings XI Punjab,2017,R,R,fast,seam,
Hashim Amla,True,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
Anureet Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
KC Cariappa,False,False,Bowler,False,Right-hand bat,Legbreak,Kings XI Punjab,2017,R,R,slow,spin,ls
Martin Guptill,True,False,Opening batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2017,R,R,slow,spin,os
Gurkeerat Singh Mann,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2017,R,R,slow,spin,os
Matt Henry,True,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2017,R,R,fast,seam,
Shaun Marsh,True,False,Top-order batsman,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2017,L,L,slow,spin,sla
Glenn Maxwell,True,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2017,R,R,slow,spin,os
David Miller,True,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Kings XI Punjab,2017,L,R,slow,spin,os
Eoin Morgan,True,False,Middle-order batsman,False,Left-hand bat,Right-arm medium,Kings XI Punjab,2017,L,R,med,seam,
Nikhil Naik,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kings XI Punjab,2017,R,,,,
T Natarajan,False,False,Bowler,False,Left-hand bat,Left-arm medium,Kings XI Punjab,2017,L,L,med,seam,
Axar Patel,False,False,Bowling allrounder,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2017,L,L,slow,spin,sla
Wriddhiman Saha,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kings XI Punjab,2017,R,,,,
Daren Sammy,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
Sandeep Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
Ishant Sharma,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2017,R,R,fast,seam,
Mohit Sharma,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
Rinku Singh,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Kings XI Punjab,2017,L,R,slow,spin,os
Marcus Stoinis,True,False,Middle-order batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
Rahul Tewatia,False,False,Bowler,False,Left-hand bat,Legbreak,Kings XI Punjab,2017,L,R,slow,spin,ls
Manan Vohra,False,False,Opening batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2017,R,R,med,seam,
Murali Vijay,False,True,Opening batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2017,R,R,slow,spin,os
Gautam Gambhir,False,False,Top-order batsman,False,Left-hand bat,Legbreak,Kolkata Knight Riders,2017,L,R,slow,spin,ls
Trent Boult,True,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Kolkata Knight Riders,2017,R,L,fast,seam,
Darren Bravo,True,False,Top-order batsman,False,Left-hand bat,Right-arm medium,Kolkata Knight Riders,2017,L,R,med,seam,
Piyush Chawla,False,False,Bowling allrounder,False,Left-hand bat,Legbreak,Kolkata Knight Riders,2017,L,R,slow,spin,ls
Nathan Coulter-Nile,True,False,Bowling allrounder,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2017,R,R,fast,seam,
Colin de Grandhomme,True,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2017,R,R,med,seam,
Rishi Dhawan,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2017,R,R,med,seam,
Sheldon Jackson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kolkata Knight Riders,2017,R,,,,
Ishank Jaggi,False,False,Batsman,False,Right-hand bat,Legbreak googly,Kolkata Knight Riders,2017,R,R,slow,spin,ls
Kuldeep Yadav,False,False,Bowler,False,Left-hand bat,Left-arm wrist-spin,Kolkata Knight Riders,2017,L,L,slow,spin,lls
Chris Lynn,True,False,Batsman,False,Right-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2017,R,L,slow,spin,sla
Sunil Narine,True,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2017,L,R,slow,spin,os
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2017,R,R,med,seam,
Yusuf Pathan,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2017,R,R,slow,spin,os
Rovman Powell,True,False,Middle-order batsman,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2017,R,R,med,seam,
Ankit Rajpoot,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2017,R,R,med,seam,
Shakib Al Hasan,True,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2017,L,L,slow,spin,sla
Robin Uthappa,False,False,Batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2017,R,R,med,seam,
Chris Woakes,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2017,R,R,fast,seam,
Suryakumar Yadav,False,False,Batsman,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2017,R,R,med,seam,
Umesh Yadav,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2017,R,R,fast,seam,
Rohit Sharma,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2017,R,R,slow,spin,os
Jasprit Bumrah,False,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2017,R,R,fast,seam,
Jos Buttler,True,False,Wicketkeeper batsman,True,Right-hand bat,,Mumbai Indians,2017,R,,,,
Shreyas Gopal,False,False,Allrounder,False,Right-hand bat,Legbreak,Mumbai Indians,2017,R,R,slow,spin,ls
Krishnappa Gowtham,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2017,R,R,slow,spin,os
Asela Gunaratne,True,False,Batsman,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2017,R,R,med,seam,
Harbhajan Singh,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2017,R,R,slow,spin,os
Mitchell Johnson,True,False,Bowler,False,Left-hand bat,Left-arm fast,Mumbai Indians,2017,L,L,fast,seam,
Siddhesh Lad,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2017,R,R,slow,spin,os
Mitchell McClenaghan,True,False,Bowler,False,Left-hand bat,Left-arm fast-medium,Mumbai Indians,2017,L,L,fast,seam,
Lasith Malinga,True,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2017,R,R,fast,seam,
Hardik Pandya,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2017,R,R,med,seam,
Krunal Pandya,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2017,L,L,slow,spin,sla
Parthiv Patel,False,False,Wicketkeeper batsman,True,Left-hand bat,Right-arm offbreak,Mumbai Indians,2017,L,R,slow,spin,os
Kieron Pollard,True,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2017,R,R,med,seam,
Nicholas Pooran,True,False,Wicketkeeper batsman,True,Left-hand bat,,Mumbai Indians,2017,L,,,,
Nitish Rana,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Mumbai Indians,2017,L,R,slow,spin,os
Ambati Rayudu,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2017,R,R,slow,spin,os
Karn Sharma,False,False,Bowler,False,Left-hand bat,Legbreak googly,Mumbai Indians,2017,L,R,slow,spin,ls
Lendl Simmons,True,False,Top-order batsman,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2017,R,R,med,seam,
Tim Southee,True,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2017,R,R,med,seam,
Jagadeesha Suchith,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2017,L,L,slow,spin,sla
Saurabh Tiwary,False,False,Top-order batsman,False,Left-hand bat,,Mumbai Indians,2017,L,,,,
Vinay Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2017,R,R,med,seam,
Steven Smith,False,False,Middle-order batsman,False,Right-hand bat,Legbreak googly,Rising Pune Supergiants,2017,R,R,slow,spin,ls
Mayank Agarwal,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Rising Pune Supergiants,2017,R,R,slow,spin,os
Ankit Sharma,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Rising Pune Supergiants,2017,L,L,slow,spin,sla
Baba Aparajith,False,False,Batting allrounder,False,Right-hand bat,Right-arm offbreak,Rising Pune Supergiants,2017,R,R,slow,spin,os
Ankush Bains,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rising Pune Supergiants,2017,R,,,,
Rajat Bhatia,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Rising Pune Supergiants,2017,R,R,med,seam,
Deepak Chahar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Rahul Chahar,False,False,Bowler,False,Right-hand bat,Legbreak googly,Rising Pune Supergiants,2017,R,R,slow,spin,ls
Daniel Christian,True,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Rising Pune Supergiants,2017,R,R,fast,seam,
MS Dhoni,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Ashok Dinda,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Rising Pune Supergiants,2017,R,R,med,seam,
Faf du Plessis,True,False,Middle-order batsman,False,Right-hand bat,Legbreak,Rising Pune Supergiants,2017,R,R,slow,spin,ls
Lockie Ferguson,True,False,Bowler,False,Right-hand bat,Right-arm fast,Rising Pune Supergiants,2017,R,R,fast,seam,
Imran Tahir,False,False,Bowler,False,Right-hand bat,Legbreak googly,Rising Pune Supergiants,2017,R,R,slow,spin,ls
Jaskaran Singh,False,False,Bowler,False,Left-hand bat,Left-arm medium,Rising Pune Supergiants,2017,L,L,med,seam,
Usman Khawaja,True,False,Top-order batsman,False,Left-hand bat,Right-arm medium,Rising Pune Supergiants,2017,L,R,med,seam,
Ishwar Pandey,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Ajinkya Rahane,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Saurabh Kumar,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Rising Pune Supergiants,2017,L,L,slow,spin,sla
Ben Stokes,True,False,Allrounder,False,Left-hand bat,Right-arm fast-medium,Rising Pune Supergiants,2017,L,R,fast,seam,
Shardul Thakur,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Manoj Tiwary,False,False,Batsman,False,Right-hand bat,Legbreak googly,Rising Pune Supergiants,2017,R,R,slow,spin,ls
Rahul Tripathi,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Rising Pune Supergiants,2017,R,R,med,seam,
Jaydev Unadkat,False,False,Bowler,False,Right-hand bat,Left-arm medium,Rising Pune Supergiants,2017,R,L,med,seam,
Washington Sundar,False,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Rising Pune Supergiants,2017,L,R,slow,spin,os
Adam Zampa,True,False,Bowler,False,Right-hand bat,Legbreak googly,Rising Pune Supergiants,2017,R,R,slow,spin,ls
Ravichandran Ashwin,False,True,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Rising Pune Supergiants,2017,R,R,slow,spin,os
