name,overseas,withdrawn,role,keeper,batting_type,bowling_type,team,year,batting_hand,bowling_arm,bowling_speed,spin_type
Shadab Khan,False,False,Allrounder,False,Right-hand bat,,Islamabad United,2020,R,,,
Ali Khan,True,False,Bowler,False,Right-hand bat,,Islamabad United,2020,R,,,
Asif Ali,False,False,Middle-order batsman,False,Right-hand bat,,Islamabad United,2020,R,,,
Faheem Ashraf,False,False,Bowling allrounder,False,Left-hand bat,,Islamabad United,2020,L,,,
Fawad Ahmed,True,False,Bowler,False,Right-hand bat,,Islamabad United,2020,R,,,
Lewis Gregory,True,False,Allrounder,False,Right-hand bat,,Islamabad United,2020,R,,,
Alex Hales,True,False,Opening batsman,False,Right-hand bat,,Islamabad United,2020,R,,,
Hasan Ali,False,False,Bowler,False,Right-hand bat,,Islamabad United,2020,R,,,
Iftikhar Ahmed,False,False,Middle-order batsman,False,Right-hand bat,,Islamabad United,2020,R,,,
Muhammad Musa,False,False,Bowler,False,Right-hand bat,,Islamabad United,2020,R,,,
Phil Salt,True,False,Top-order batsman,False,Right-hand bat,,Islamabad United,2020,R,,,
Paul Stirling,True,False,Batting allrounder,False,Right-hand bat,,Islamabad United,2020,R,,,
Zafar Gohar,False,False,Bowler,False,Left-hand bat,,Islamabad United,2020,L,,,
Chris Jordan,False,True,Bowler,False,Right-hand bat,,Islamabad United,2020,R,,,
Colin Munro,False,True,Opening batsman,False,Left-hand bat,,Islamabad United,2020,L,,,
Reece Topley,False,True,Bowler,False,Right-hand bat,,Islamabad United,2020,R,,,
Imad Wasim,False,False,Allrounder,False,Left-hand bat,,Karachi Kings,2020,L,,,
Aamer Yamin,False,False,Allrounder,False,Right-hand bat,,Karachi Kings,2020,R,,,
Babar Azam,False,False,Batsman,False,Right-hand bat,,Karachi Kings,2020,R,,,
Daniel Christian,True,False,Allrounder,False,Right-hand bat,,Karachi Kings,2020,R,,,
Joe Clarke,True,False,Middle-order batsman,False,Right-hand bat,,Karachi Kings,2020,R,,,
Colin Ingram,True,False,Top-order batsman,False,Left-hand bat,,Karachi Kings,2020,L,,,
Mohammad Amir,False,False,Bowler,False,Left-hand bat,,Karachi Kings,2020,L,,,
Mohammad Nabi,True,False,Allrounder,False,Right-hand bat,,Karachi Kings,2020,R,,,
Noor Ahmad,True,False,Bowler,False,Right-hand bat,,Karachi Kings,2020,R,,,
Sharjeel Khan,False,False,Opening batsman,False,Left-hand bat,,Karachi Kings,2020,L,,,
Chadwick Walton,True,False,Top-order batsman,False,Right-hand bat,,Karachi Kings,2020,R,,,
Waqas Maqsood,False,False,Bowler,False,Left-hand bat,,Karachi Kings,2020,L,,,
Sohail Akhtar,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Tom Abell,True,False,Batting allrounder,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Agha Salman,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Joe Denly,True,False,Top-order batsman,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Dilbar Hussain,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Ben Dunk,True,False,Wicketkeeper batsman,True,Left-hand bat,,Lahore Qalandars,2020,L,,,
Fakhar Zaman,False,False,Opening batsman,False,Left-hand bat,,Lahore Qalandars,2020,L,,,
Haris Rauf,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Mohammad Hafeez,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Muhammad Zaid,False,False,Batsman,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Samit Patel,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Rashid Khan,True,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Shaheen Shah Afridi,False,False,Bowler,False,Left-hand bat,,Lahore Qalandars,2020,L,,,
David Wiese,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2020,R,,,
Mohammad Rizwan,False,False,Wicketkeeper batsman,True,Right-hand bat,,Multan Sultans,2020,R,,,
Carlos Brathwaite,True,False,Allrounder,False,Right-hand bat,,Multan Sultans,2020,R,,,
Imran Tahir,True,False,Bowler,False,Right-hand bat,,Multan Sultans,2020,R,,,
Khushdil Shah,False,False,Middle-order batsman,False,Left-hand bat,,Multan Sultans,2020,L,,,
Chris Lynn,True,False,Batsman,False,Right-hand bat,,Multan Sultans,2020,R,,,
Adam Lyth,True,False,Batsman,False,Left-hand bat,,Multan Sultans,2020,L,,,
Rilee Rossouw,True,False,Top-order batsman,False,Left-hand bat,,Multan Sultans,2020,L,,,
Shahid Afridi,False,False,Allrounder,False,Right-hand bat,,Multan Sultans,2020,R,,,
Shan Masood,False,False,Opening batsman,False,Left-hand bat,,Multan Sultans,2020,L,,,
Sohaib Maqsood,False,False,Middle-order batsman,False,Right-hand bat,,Multan Sultans,2020,R,,,
Sohail Khan,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2020,R,,,
Sohail Tanvir,False,False,Bowler,False,Left-hand bat,,Multan Sultans,2020,L,,,
Usman Qadir,False,False,Bowler,False,Left-hand bat,,Multan Sultans,2020,L,,,
James Vince,True,False,Batsman,False,Right-hand bat,,Multan Sultans,2020,R,,,
Wahab Riaz,False,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Ravi Bopara,True,False,Batting allrounder,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Haider Ali,False,False,Middle-order batsman,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Imam-ul-Haq,False,False,Top-order batsman,False,Left-hand bat,,Peshawar Zalmi,2020,L,,,
Kamran Akmal,False,False,Wicketkeeper batsman,True,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Tom Kohler-Cadmore,True,False,Batsman,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Saqib Mahmood,True,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
David Miller,True,False,Middle-order batsman,False,Left-hand bat,,Peshawar Zalmi,2020,L,,,
Mohammad Imran,False,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Mohammad Irfan,False,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Mujeeb Ur Rahman,True,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Sherfane Rutherford,True,False,Middle-order batsman,False,Left-hand bat,,Peshawar Zalmi,2020,L,,,
Shoaib Malik,False,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Waqar Salamkheil,True,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Liam Livingstone,False,True,Batsman,False,Right-hand bat,,Peshawar Zalmi,2020,R,,,
Sarfaraz Ahmed,False,False,Wicketkeeper batsman,True,Right-hand bat,,Quetta Gladiators,2020,R,,,
Anwar Ali,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Arish Ali Khan,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Tom Banton,True,False,Opening batsman,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Ben Cutting,True,False,Allrounder,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Cameron Delport,True,False,Top-order batsman,False,Left-hand bat,,Quetta Gladiators,2020,L,,,
Faf du Plessis,True,False,Middle-order batsman,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Chris Gayle,True,False,Allrounder,False,Left-hand bat,,Quetta Gladiators,2020,L,,,
Mohammad Hasnain,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Mohammad Nawaz,False,False,Allrounder,False,Left-hand bat,,Quetta Gladiators,2020,L,,,
Naseem Shah,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Qais Ahmad,True,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Dale Steyn,True,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Usman Shinwari,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2020,R,,,
Shadab Khan,False,False,Allrounder,False,Right-hand bat,,Islamabad United,2019,R,,,
Asif Ali,False,False,Middle-order batsman,False,Right-hand bat,,Islamabad United,2019,R,,,
Faheem Ashraf,False,False,Bowling allrounder,False,Left-hand bat,,Islamabad United,2019,L,,,
Colin Ingram,True,False,Top-order batsman,False,Left-hand bat,,Islamabad United,2019,L,,,
Dawid Malan,True,False,Top-order batsman,False,Left-hand bat,,Islamabad United,2019,L,,,
Muhammad Musa,False,False,Bowler,False,Right-hand bat,,Islamabad United,2019,R,,,
Colin Munro,True,False,Opening batsman,False,Left-hand bat,,Islamabad United,2019,L,,,
Luke Ronchi,False,False,Wicketkeeper batsman,True,Right-hand bat,,Islamabad United,2019,R,,,
Rumman Raees,False,False,Bowler,False,Right-hand bat,,Islamabad United,2019,R,,,
Saif Badar,False,False,Middle-order batsman,False,Right-hand bat,,Islamabad United,2019,R,,,
Phil Salt,True,False,Top-order batsman,False,Right-hand bat,,Islamabad United,2019,R,,,
Dale Steyn,True,False,Bowler,False,Right-hand bat,,Islamabad United,2019,R,,,
Zafar Gohar,False,False,Bowler,False,Left-hand bat,,Islamabad United,2019,L,,,
Rassie van der Dussen,False,True,Top-order batsman,False,Right-hand bat,,Islamabad United,2019,R,,,
Imad Wasim,False,False,Allrounder,False,Left-hand bat,,Karachi Kings,2019,L,,,
Aamer Yamin,False,False,Allrounder,False,Right-hand bat,,Karachi Kings,2019,R,,,
Ali Khan,True,False,Bowler,False,Right-hand bat,,Karachi Kings,2019,R,,,
Awais Zia,False,False,Opening batsman,False,Left-hand bat,,Karachi Kings,2019,L,,,
Babar Azam,False,False,Batsman,False,Right-hand bat,,Karachi Kings,2019,R,,,
Cameron Delport,True,False,Top-order batsman,False,Left-hand bat,,Karachi Kings,2019,L,,,
Alex Hales,True,False,Opening batsman,False,Right-hand bat,,Karachi Kings,2019,R,,,
Iftikhar Ahmed,False,False,Middle-order batsman,False,Right-hand bat,,Karachi Kings,2019,R,,,
Chris Jordan,True,False,Bowler,False,Right-hand bat,,Karachi Kings,2019,R,,,
Mohammad Amir,False,False,Bowler,False,Left-hand bat,,Karachi Kings,2019,L,,,
Mohammad Rizwan,False,False,Wicketkeeper batsman,True,Right-hand bat,,Karachi Kings,2019,R,,,
Wayne Parnell,False,False,Bowler,False,Left-hand bat,,Karachi Kings,2019,L,,,
Sherfane Rutherford,False,False,Middle-order batsman,False,Left-hand bat,,Karachi Kings,2019,L,,,
Sharjeel Khan,False,False,Opening batsman,False,Left-hand bat,,Karachi Kings,2019,L,,,
Usama Mir,False,False,Bowler,False,Right-hand bat,,Karachi Kings,2019,R,,,
Chadwick Walton,True,False,Top-order batsman,False,Right-hand bat,,Karachi Kings,2019,R,,,
Dan Lawrence,False,True,Middle-order batsman,False,Right-hand bat,,Karachi Kings,2019,R,,,
Mitchell McClenaghan,False,True,Bowler,False,Left-hand bat,,Karachi Kings,2019,L,,,
Liam Plunkett,False,True,Bowler,False,Right-hand bat,,Karachi Kings,2019,R,,,
Sohail Akhtar,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Dilbar Hussain,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Ben Dunk,True,False,Wicketkeeper batsman,True,Left-hand bat,,Lahore Qalandars,2019,L,,,
Fakhar Zaman,False,False,Opening batsman,False,Left-hand bat,,Lahore Qalandars,2019,L,,,
Haris Rauf,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Chris Lynn,True,False,Batsman,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Mohammad Hafeez,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Samit Patel,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Seekkuge Prasanna,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Salman Butt,False,False,Batsman,False,Left-hand bat,,Lahore Qalandars,2019,L,,,
Shaheen Shah Afridi,False,False,Bowler,False,Left-hand bat,,Lahore Qalandars,2019,L,,,
Tamim Iqbal,False,False,Opening batsman,False,Left-hand bat,,Lahore Qalandars,2019,L,,,
Usman Shinwari,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Dane Vilas,True,False,Wicketkeeper batsman,True,Right-hand bat,,Lahore Qalandars,2019,R,,,
David Wiese,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Lendl Simmons,False,True,Top-order batsman,False,Right-hand bat,,Lahore Qalandars,2019,R,,,
Shan Masood,False,False,Opening batsman,False,Left-hand bat,,Multan Sultans,2019,L,,,
Moeen Ali,True,False,Batting allrounder,False,Left-hand bat,,Multan Sultans,2019,L,,,
Fabian Allen,True,False,Bowling allrounder,False,Right-hand bat,,Multan Sultans,2019,R,,,
Bilawal Bhatti,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2019,R,,,
Ravi Bopara,True,False,Batting allrounder,False,Right-hand bat,,Multan Sultans,2019,R,,,
Joe Denly,True,False,Top-order batsman,False,Right-hand bat,,Multan Sultans,2019,R,,,
Imran Tahir,True,False,Bowler,False,Right-hand bat,,Multan Sultans,2019,R,,,
Junaid Khan,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2019,R,,,
Khushdil Shah,False,False,Middle-order batsman,False,Left-hand bat,,Multan Sultans,2019,L,,,
Adam Lyth,True,False,Batsman,False,Left-hand bat,,Multan Sultans,2019,L,,,
Wayne Madsen,True,False,Batsman,False,Right-hand bat,,Multan Sultans,2019,R,,,
Mohammad Irfan,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2019,R,,,
Rilee Rossouw,True,False,Top-order batsman,False,Left-hand bat,,Multan Sultans,2019,L,,,
Shahid Afridi,False,False,Allrounder,False,Right-hand bat,,Multan Sultans,2019,R,,,
Sohail Tanvir,False,False,Bowler,False,Left-hand bat,,Multan Sultans,2019,L,,,
Brendan Taylor,True,False,Wicketkeeper batsman,True,Right-hand bat,,Multan Sultans,2019,R,,,
Usman Qadir,False,False,Bowler,False,Left-hand bat,,Multan Sultans,2019,L,,,
James Vince,False,True,Batsman,False,Right-hand bat,,Multan Sultans,2019,R,,,
Wahab Riaz,False,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Tom Banton,True,False,Opening batsman,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Carlos Brathwaite,True,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Liam Dawson,True,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Faf du Plessis,True,False,Middle-order batsman,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Lewis Gregory,True,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Haider Ali,False,False,Middle-order batsman,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Hasan Ali,False,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Imam-ul-Haq,False,False,Top-order batsman,False,Left-hand bat,,Peshawar Zalmi,2019,L,,,
Kamran Akmal,False,False,Wicketkeeper batsman,True,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Liam Livingstone,True,False,Batsman,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Saqib Mahmood,True,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Rahat Ali,False,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Shoaib Malik,False,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Sohaib Maqsood,False,False,Middle-order batsman,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Umar Amin,False,False,Top-order batsman,False,Left-hand bat,,Peshawar Zalmi,2019,L,,,
Hardus Viljoen,True,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Kieron Pollard,False,True,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Dwaine Pretorius,False,True,Bowling allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Daren Sammy,False,True,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2019,R,,,
Sarfaraz Ahmed,False,False,Wicketkeeper batsman,True,Right-hand bat,,Quetta Gladiators,2019,R,,,
Shane Watson,False,False,Allrounder,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Ahmed Shehzad,False,False,Opening batsman,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Ahsan Ali,False,False,Top-order batsman,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Arish Ali Khan,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Ben Cutting,True,False,Allrounder,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Fawad Ahmed,True,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Khurram Manzoor,False,False,Opening batsman,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Tymal Mills,True,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Mohammad Hasnain,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Mohammad Nawaz,False,False,Allrounder,False,Left-hand bat,,Quetta Gladiators,2019,L,,,
Naseem Shah,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Keemo Paul,True,False,Allrounder,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Jason Roy,True,False,Opening batsman,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Sohail Khan,False,False,Bowler,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Umar Akmal,False,False,Middle-order batsman,False,Right-hand bat,,Quetta Gladiators,2019,R,,,
Mohammad Sami,False,False,Bowler,False,Right-hand bat,,Islamabad United,2018,R,,,
Asif Ali,False,False,Middle-order batsman,False,Right-hand bat,,Islamabad United,2018,R,,,
Ian Bell,True,False,Top-order batsman,False,Right-hand bat,,Islamabad United,2018,R,,,
Cameron Delport,True,False,Top-order batsman,False,Left-hand bat,,Islamabad United,2018,L,,,
Faheem Ashraf,False,False,Bowling allrounder,False,Left-hand bat,,Islamabad United,2018,L,,,
Muhammad Musa,False,False,Bowler,False,Right-hand bat,,Islamabad United,2018,R,,,
Wayne Parnell,True,False,Bowler,False,Left-hand bat,,Islamabad United,2018,L,,,
Samit Patel,True,False,Allrounder,False,Right-hand bat,,Islamabad United,2018,R,,,
Luke Ronchi,True,False,Wicketkeeper batsman,True,Right-hand bat,,Islamabad United,2018,R,,,
Rumman Raees,False,False,Bowler,False,Right-hand bat,,Islamabad United,2018,R,,,
Sahibzada Farhan,False,False,Middle-order batsman,False,Right-hand bat,,Islamabad United,2018,R,,,
Phil Salt,True,False,Top-order batsman,False,Right-hand bat,,Islamabad United,2018,R,,,
Shadab Khan,False,False,Allrounder,False,Right-hand bat,,Islamabad United,2018,R,,,
Waqas Maqsood,False,False,Bowler,False,Left-hand bat,,Islamabad United,2018,L,,,
Zafar Gohar,False,False,Bowler,False,Left-hand bat,,Islamabad United,2018,L,,,
Zahir Khan,True,False,Bowler,False,Left-hand bat,,Islamabad United,2018,L,,,
Imad Wasim,False,False,Allrounder,False,Left-hand bat,,Karachi Kings,2018,L,,,
Aamer Yamin,False,False,Allrounder,False,Right-hand bat,,Karachi Kings,2018,R,,,
Awais Zia,False,False,Opening batsman,False,Left-hand bat,,Karachi Kings,2018,L,,,
Babar Azam,False,False,Batsman,False,Right-hand bat,,Karachi Kings,2018,R,,,
Ravi Bopara,True,False,Batting allrounder,False,Right-hand bat,,Karachi Kings,2018,R,,,
Ben Dunk,True,False,Wicketkeeper batsman,True,Left-hand bat,,Karachi Kings,2018,L,,,
Iftikhar Ahmed,False,False,Middle-order batsman,False,Right-hand bat,,Karachi Kings,2018,R,,,
Colin Ingram,True,False,Top-order batsman,False,Left-hand bat,,Karachi Kings,2018,L,,,
Liam Livingstone,True,False,Batsman,False,Right-hand bat,,Karachi Kings,2018,R,,,
Mohammad Amir,False,False,Bowler,False,Left-hand bat,,Karachi Kings,2018,L,,,
Mohammad Rizwan,False,False,Wicketkeeper batsman,True,Right-hand bat,,Karachi Kings,2018,R,,,
Colin Munro,True,False,Opening batsman,False,Left-hand bat,,Karachi Kings,2018,L,,,
Sikandar Raza,True,False,Batting allrounder,False,Right-hand bat,,Karachi Kings,2018,R,,,
Sohail Khan,False,False,Bowler,False,Right-hand bat,,Karachi Kings,2018,R,,,
Usama Mir,False,False,Bowler,False,Right-hand bat,,Karachi Kings,2018,R,,,
Usman Shinwari,False,False,Bowler,False,Right-hand bat,,Karachi Kings,2018,R,,,
Mohammad Hafeez,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Agha Salman,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Aizaz Cheema,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Corey Anderson,True,False,Batting allrounder,False,Left-hand bat,,Lahore Qalandars,2018,L,,,
Carlos Brathwaite,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Anton Devcich,True,False,Opening batsman,False,Left-hand bat,,Lahore Qalandars,2018,L,,,
AB de Villiers,True,False,Wicketkeeper batsman,True,Right-hand bat,,Lahore Qalandars,2018,R,,,
Fakhar Zaman,False,False,Opening batsman,False,Left-hand bat,,Lahore Qalandars,2018,L,,,
Haris Rauf,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Haris Sohail,False,False,Middle-order batsman,False,Left-hand bat,,Lahore Qalandars,2018,L,,,
Sandeep Lamichhane,True,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Mohammad Imran,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Rahat Ali,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Saad Ali,False,False,Top-order batsman,False,Left-hand bat,,Lahore Qalandars,2018,L,,,
Shaheen Shah Afridi,False,False,Bowler,False,Left-hand bat,,Lahore Qalandars,2018,L,,,
Sohail Akhtar,False,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Brendan Taylor,True,False,Wicketkeeper batsman,True,Right-hand bat,,Lahore Qalandars,2018,R,,,
Hardus Viljoen,True,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
David Wiese,True,False,Allrounder,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Yasir Shah,False,False,Bowler,False,Right-hand bat,,Lahore Qalandars,2018,R,,,
Shoaib Malik,False,False,Allrounder,False,Right-hand bat,,Multan Sultans,2018,R,,,
Johnson Charles,True,False,Wicketkeeper batsman,True,Right-hand bat,,Multan Sultans,2018,R,,,
Daniel Christian,True,False,Allrounder,False,Right-hand bat,,Multan Sultans,2018,R,,,
Joe Denly,True,False,Top-order batsman,False,Right-hand bat,,Multan Sultans,2018,R,,,
Laurie Evans,True,False,Top-order batsman,False,Right-hand bat,,Multan Sultans,2018,R,,,
Chris Green,True,False,Allrounder,False,Right-hand bat,,Multan Sultans,2018,R,,,
Hammad Azam,False,False,Middle-order batsman,False,Right-hand bat,,Multan Sultans,2018,R,,,
Junaid Khan,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2018,R,,,
Mohammad Abbas,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2018,R,,,
Mohammad Irfan,False,False,Bowler,False,Right-hand bat,,Multan Sultans,2018,R,,,
Nauman Ali,False,False,Bowler,False,Left-hand bat,,Multan Sultans,2018,L,,,
Qais Ahmad,True,False,Bowler,False,Right-hand bat,,Multan Sultans,2018,R,,,
Andre Russell,True,False,Allrounder,False,Right-hand bat,,Multan Sultans,2018,R,,,
Shahid Afridi,False,False,Allrounder,False,Right-hand bat,,Multan Sultans,2018,R,,,
Shakeel Ansar,False,False,Wicketkeeper batsman,True,Right-hand bat,,Multan Sultans,2018,R,,,
Shan Masood,False,False,Opening batsman,False,Left-hand bat,,Multan Sultans,2018,L,,,
Umar Siddiq,False,False,Opening batsman,False,Left-hand bat,,Multan Sultans,2018,L,,,
James Vince,True,False,Batsman,False,Right-hand bat,,Multan Sultans,2018,R,,,
Nicholas Pooran,False,True,Wicketkeeper batsman,True,Left-hand bat,,Multan Sultans,2018,L,,,
Steven Smith,False,True,Middle-order batsman,False,Right-hand bat,,Multan Sultans,2018,R,,,
Daren Sammy,False,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2018,R,,,
Liam Dawson,True,False,Allrounder,False,Right-hand bat,,Peshawar Zalmi,2018,R,,,
Andre Fletcher,True,False,Top-order batsman,False,Right-hand bat,,Peshawar Zalmi,2018,R,,,
Hasan Ali,False,False,Bowler,False,Right-hand bat,,Peshawar Zalmi,2018,R,,,
